ORD-000001,2026/01/02,CUST-1001,External SSD 1TB,1,82.94,US
ORD-000002,2026/01/03,CUST-1002,LED Desk Lamp,1,58.82,US
ORD-000003,2026/01/04,CUST-1003,Ergonomic Office Chair,2,50.05,US
ORD-000004,2026/01/05,CUST-1004,Running Shoes Elite,2,77.97,US
ORD-000005,2026/01/06,CUST-1005,Ergonomic Office Chair,2,57.96,US
ORD-000006,2026/01/07,CUST-1006,Leather Wallet Classic,1,40.46,US
ORD-000007,2026/01/08,CUST-1007,Leather Wallet Classic,1,56.39,US
ORD-000008,2026/01/09,CUST-1008,Yoga Mat Premium,2,35.0,US
ORD-000009,2026/01/10,CUST-1009,Wireless Headphones Pro,2,89.63,US
ORD-000010,2026/01/11,CUST-1010,Running Shoes Elite,2,98.15,US
ORD-000011,2026/01/12,CUST-1011,Standing Desk Converter,1,41.56,US
ORD-000012,2026/01/13,CUST-1012,Standing Desk Converter,1,60.7,US
ORD-000013,2026/01/14,CUST-1013,Wireless Mouse Silent,2,42.41,US
ORD-000014,2026/01/15,CUST-1014,Stainless Steel Water Bottle,2,0.0,US
ORD-000015,2026/01/16,CUST-1015,Leather Wallet Classic,1,0.0,US
ORD-000016,2026/01/17,CUST-1016,Mechanical Keyboard RGB,2,73.88,US
ORD-000017,2026/01/18,CUST-1017,Leather Wallet Classic,1,86.44,US
ORD-000018,2026/01/19,CUST-1018,Yoga Mat Premium,1,96.26,US
ORD-000019,2026/01/20,CUST-1019,Noise Cancelling Earbuds,2,0.0,US
ORD-000020,2026/01/21,CUST-1020,Monitor Arm Dual,1,77.2,US
ORD-000021,2026/01/22,CUST-1021,Wireless Headphones Pro,1,0.0,US
ORD-000022,2026/01/23,CUST-1022,Ergonomic Office Chair,2,84.35,US
ORD-000023,2026/01/24,CUST-1023,Standing Desk Converter,1,0.0,US
ORD-000024,2026/01/25,CUST-1024,4K Webcam Pro,1,86.67,US
ORD-000025,2026/01/26,CUST-1025,Wireless Mouse Silent,1,53.42,US
ORD-000026,2026/01/27,CUST-1026,Air Purifier Small,2,0.0,US
ORD-000027,2026/01/28,CUST-1027,Yoga Mat Premium,1,30.85,US
ORD-000028,2026/01/29,CUST-1028,Leather Wallet Classic,2,65.67,US
ORD-000029,2026/01/30,CUST-1029,Running Shoes Elite,1,72.37,US
ORD-000030,2026/01/31,CUST-1030,Wireless Headphones Pro,1,81.06,US
ORD-000031,2026/02/01,CUST-1031,Portable Power Bank,2,0.0,US
ORD-000032,2026/02/02,CUST-1032,LED Desk Lamp,1,39.11,US
ORD-000033,2026/02/03,CUST-1033,Noise Cancelling Earbuds,1,90.97,US
ORD-000034,2026/02/04,CUST-1034,Bluetooth Speaker Mini,1,94.05,US
ORD-000035,2026/02/05,CUST-1035,Wireless Charger Pad,2,75.68,US
ORD-000036,2026/02/06,CUST-1036,Mechanical Keyboard RGB,1,95.01,US
ORD-000037,2026/02/07,CUST-1037,Yoga Mat Premium,1,33.54,US
ORD-000038,2026/02/08,CUST-1038,Air Purifier Small,1,42.72,US
ORD-000039,2026/02/09,CUST-1039,Leather Wallet Classic,1,70.06,US
ORD-000040,2026/02/10,CUST-1040,4K Webcam Pro,1,33.88,US
ORD-000041,2026/02/11,CUST-1041,Leather Wallet Classic,2,81.84,US
ORD-000042,2026/02/12,CUST-1042,External SSD 1TB,1,49.15,US
ORD-000043,2026/02/13,CUST-1043,Wireless Mouse Silent,1,88.8,US
ORD-000044,2026/02/14,CUST-1044,Wireless Charger Pad,2,99.91,US
ORD-000045,2026/02/15,CUST-1045,4K Webcam Pro,2,39.35,US
ORD-000046,2026/02/16,CUST-1046,Yoga Mat Premium,1,0.0,US
ORD-000047,2026/02/17,CUST-1047,Leather Wallet Classic,1,71.64,US
ORD-000048,2026/02/18,CUST-1048,Wireless Mouse Silent,1,68.29,US
ORD-000049,2026/02/19,CUST-1049,External SSD 1TB,2,0.0,US
ORD-000050,2026/02/20,CUST-1050,Running Shoes Elite,1,81.77,US
ORD-000051,2026/02/21,CUST-1051,Ergonomic Office Chair,1,34.97,US
ORD-000052,2026/02/22,CUST-1052,Smart Watch Series 5,2,83.83,US
ORD-000053,2026/02/23,CUST-1053,Yoga Mat Premium,2,82.09,US
ORD-000054,2026/02/24,CUST-1054,Stainless Steel Water Bottle,1,60.09,US
ORD-000055,2026/02/25,CUST-1055,External SSD 1TB,1,38.17,US
ORD-000056,2026/02/26,CUST-1056,Portable Power Bank,1,70.51,US
ORD-000057,2026/02/27,CUST-1057,Ergonomic Office Chair,1,55.13,US
ORD-000058,2026/02/28,CUST-1058,Standing Desk Converter,1,48.62,US
ORD-000059,2026/03/01,CUST-1059,Monitor Arm Dual,2,69.33,US
ORD-000060,2026/03/02,CUST-1060,Stainless Steel Water Bottle,2,92.06,US
ORD-000061,2026/03/03,CUST-1061,Stainless Steel Water Bottle,1,0.0,US
ORD-000062,2026/03/04,CUST-1062,Monitor Arm Dual,2,0.0,US
ORD-000063,2026/03/05,CUST-1063,Wireless Mouse Silent,1,39.51,US
ORD-000064,2026/03/06,CUST-1064,Mechanical Keyboard RGB,1,86.72,US
ORD-000065,2026/03/07,CUST-1065,Stainless Steel Water Bottle,1,0.0,US
