ORD-000001,2026/01/02,CUST-1001,4K Webcam Pro,1,27.9,US
ORD-000002,2026/01/03,CUST-1002,Leather Wallet Classic,1,39.24,US
ORD-000003,2026/01/04,CUST-1003,Leather Wallet Classic,2,13.54,US
ORD-000004,2026/01/05,CUST-1004,Wireless Headphones Pro,2,17.71,US
ORD-000005,2026/01/06,CUST-1005,Leather Wallet Classic,1,10.02,US
ORD-000006,2026/01/07,CUST-1006,Wireless Headphones Pro,2,21.05,US
ORD-000007,2026/01/08,CUST-1007,Wireless Mouse Silent,2,20.23,US
ORD-000008,2026/01/09,CUST-1008,Wireless Mouse Silent,1,37.17,US
ORD-000009,2026/01/10,CUST-1009,Smart Watch Series 5,1,39.78,US
ORD-000010,2026/01/11,CUST-1010,Mechanical Keyboard RGB,1,36.12,US
ORD-000011,2026/01/12,CUST-1011,Smart Watch Series 5,2,27.04,US
ORD-000012,2026/01/13,CUST-1012,Wireless Charger Pad,2,33.99,US
ORD-000013,2026/01/14,CUST-1013,Yoga Mat Premium,2,12.24,US
ORD-000014,2026/01/15,CUST-1014,Portable Power Bank,1,28.09,US
ORD-000015,2026/01/16,CUST-1015,Running Shoes Elite,2,22.99,US
ORD-000016,2026/01/17,CUST-1016,Noise Cancelling Earbuds,2,16.85,US
ORD-000017,2026/01/18,CUST-1017,Bluetooth Speaker Mini,1,31.64,US
